"filename", "language", "TypeScript", "CSS", "Markdown", "JSON with Comments", "JavaScript", "JSON", "XML", "SQLite", "TypeScript JSX", "YAML", "comment", "blank", "total"
"d:\College\Sem3\Db\GroupProject\rms\components\ui\use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 5, 20
"d:\College\Sem3\Db\GroupProject\rms\components\ui\use-toast.ts", "TypeScript", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 195
"d:\College\Sem3\Db\GroupProject\rms\hooks\use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 5, 20
"d:\College\Sem3\Db\GroupProject\rms\hooks\use-toast.ts", "TypeScript", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 195
"d:\College\Sem3\Db\GroupProject\rms\lib\db\config.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"d:\College\Sem3\Db\GroupProject\rms\lib\db\db.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 28
"d:\College\Sem3\Db\GroupProject\rms\lib\db\functions.sql", "SQLite", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 2, 4, 23
"d:\College\Sem3\Db\GroupProject\rms\lib\db\types.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 88
"d:\College\Sem3\Db\GroupProject\rms\lib\utils.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\College\Sem3\Db\GroupProject\rms\next.config.mjs", "JavaScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 2, 6, 42
"d:\College\Sem3\Db\GroupProject\rms\package.json", "JSON", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 1, 81
"d:\College\Sem3\Db\GroupProject\rms\pnpm-lock.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2958, 0, 620, 3578
"d:\College\Sem3\Db\GroupProject\rms\postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 2, 9
"d:\College\Sem3\Db\GroupProject\rms\public\placeholder-logo.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\College\Sem3\Db\GroupProject\rms\public\placeholder.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\College\Sem3\Db\GroupProject\rms\styles\globals.css", "CSS", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 95
"d:\College\Sem3\Db\GroupProject\rms\tailwind.config.ts", "TypeScript", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 97
"d:\College\Sem3\Db\GroupProject\rms\tsconfig.json", "JSON with Comments", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 28
"Total", "-", 2686, 180, 71, 27, 40, 101, 2, 167, 14983, 2958, 423, 2664, 24302
